FactID,Country,Category,Fact
FACT-0717,Japan,Action,"In Japan, many people wear 'Kimono' or 'Yukata' when attending traditional summer festivals (Matsuri)."
FACT-0718,India,Selection,The 'Victoria Memorial' in Kolkata is a large marble building dedicated to the memory of Queen Victoria.
FACT-0719,Canada,Feature,"The 'Canada Goose' is a large wild goose species with a black head and neck, widely recognized as a symbol of Canada."
FACT-0720,Australia,Quantitative,"Australia has over 10,000 beaches; it would take over 27 years to visit a new one every day."
FACT-0721,US,Commonality,"The 'Dime' is a ten-cent coin in the US, featuring the profile of President Franklin D. Roosevelt."
FACT-0722,UK,Selection,"The 'Orkney Islands' in Scotland are home to the 'Heart of Neolithic Orkney,' a UNESCO site with ancient stone circles."
FACT-0723,China,Feature,"The 'Guzheng' is a traditional Chinese zither with a history of more than 2,500 years."
FACT-0724,Iran,Feature,"The 'Minaret of Jam' is technically in Afghanistan, but its architectural style was heavily influenced by Persian Seljuk designs."
FACT-0725,France,Action,"In France, it is customary to keep both hands on the table during a meal, rather than resting one in the lap."
FACT-0726,Germany,Commonality,'Apfelschorle' is a popular German drink consisting of carbonated mineral water and apple juice.
FACT-0727,Japan,Commonality,The 'Maneki-neko' (Beckoning Cat) is a common Japanese figurine believed to bring good luck and fortune to owners.
FACT-0728,India,Action,"In India, many people apply a 'Tilak' (a mark of vermilion or sandalwood paste) on the forehead for religious ceremonies."
FACT-0729,Canada,Commonality,"The 'Maple Leaf Rag' by Scott Joplin, though American, became a staple of early 20th-century music in Canada."
FACT-0730,Australia,Feature,"The 'Quokka' is a small macropod native to Rottnest Island, famous for its 'smiley' appearance in photos."
FACT-0731,US,Superlative,The 'Library of Congress' in Washington D.C. is the largest library in the world by shelf space and number of books.
FACT-0732,UK,Action,"In the UK, it is common to hear the phrase 'Bob's your uncle' to mean 'and there you have it' or 'it's done'."
FACT-0733,China,Quantitative,"China produces more 'Tobacco' than any other country in the world, with a large domestic smoking population."
FACT-0734,Iran,Commonality,"'Abgoosht' (or Dizi) is a traditional Persian stew made with lamb, chickpeas, white beans, and potatoes."
FACT-0735,France,Selection,The 'Chartres Cathedral' is a UNESCO World Heritage site and a high point of French Gothic art and architecture.
FACT-0736,Germany,Action,"In Germany, it is common to celebrate 'Polterabend,' where guests break porcelain to bring luck to a marrying couple."
FACT-0737,Japan,Superlative,The 'Daibutsu' (Great Buddha) of Nara is one of the largest bronze statues of the Buddha in the world.
FACT-0738,India,Feature,"The 'Kathak' is one of the eight major forms of Indian classical dance, originating from nomadic bards of northern India."
FACT-0739,Canada,Feature,"The 'Bluenose' was a famous Canadian racing and fishing schooner, now featured on the Canadian ten-cent coin."
FACT-0740,Australia,Selection,"The 'Ningaloo Reef' in Western Australia is one of the world's largest fringing coral reefs, accessible from the beach."
FACT-0741,US,Selection,"'The Alamo' in San Antonio, Texas, is a historic mission and fortress that symbolizes the Texas Revolution."
FACT-0742,UK,Commonality,"The 'Red Bus' in London is often a 'New Routemaster,' a modern version of the classic 1950s design."
FACT-0743,China,Action,"In China, it is common for people to practice 'Calligraphy' with water on stone tiles in public parks."
FACT-0744,Iran,Feature,The 'Naqsh-e Jahan Square' in Isfahan is one of the largest city squares in the world and a UNESCO site.
FACT-0745,France,Commonality,The 'Bouillabaisse' is a traditional Provençal fish stew originating from the port city of Marseille.
FACT-0746,Germany,Quantitative,"Germany is the birthplace of the 'Printing Press,' invented by Johannes Gutenberg in the 15th century."
FACT-0747,Japan,Selection,"The 'Tokugawa Shogunate' was the last feudal Japanese military government, which ruled from 1603 to 1867."
FACT-0748,India,Commonality,"The 'Tiffin' is a light meal or snack, particularly one eaten at midday, very common in Indian office culture."
FACT-0749,Canada,Quantitative,"Canada has more 'Lakes' than the rest of the world combined, with over 2 million lakes in total."
FACT-0750,Australia,Action,"In Australia, it is common to call a 'Self-Service Laundry' a 'Laundromat,' similar to US English."
FACT-0751,US,Action,"In the US, it is customary to stand for the 'Seventh-Inning Stretch' during a baseball game and sing 'Take Me Out to the Ball Game'."
FACT-0752,UK,Feature,"The 'Stone of Destiny' is an ancient symbol of Scotland's monarchy, used for centuries in the coronation of its kings."
FACT-0753,China,Selection,"The 'Jiuzhaigou Valley' is a nature reserve in Sichuan known for its multi-level waterfalls, colorful lakes, and snow-capped peaks."
FACT-0754,Iran,Commonality,"The 'Korsi' is a traditional low table with a heater underneath and blankets thrown over it, used for family gatherings in winter."
FACT-0755,France,Action,"In France, it is considered polite to say 'Au Revoir' (Goodbye) when leaving a shop or restaurant, just as it is to say 'Bonjour' when entering."
FACT-0756,Germany,Quantitative,"Germany has over 25,000 castles scattered across the country, ranging from preserved ruins to fully functional hotels."
FACT-0757,Japan,Feature,"The 'Koinobori' are carp-shaped wind socks flown in Japan to celebrate Children's Day, symbolizing strength and success."
FACT-0758,India,Superlative,"The 'Mawsynram' village in Meghalaya is reportedly the wettest place on Earth, receiving the highest average annual rainfall."
FACT-0759,Canada,Commonality,The 'Terry Fox Run' is an annual non-competitive charity event held in numerous countries in honor of Canadian cancer activist Terry Fox.
FACT-0760,Australia,Selection,The 'Twelve Apostles' are a collection of limestone stacks off the shore of Port Campbell National Park in Victoria.
FACT-0761,US,Feature,The 'Hoover Dam' on the border of Nevada and Arizona is a massive concrete arch-gravity dam built during the Great Depression.
FACT-0762,UK,Action,"In the UK, it is traditional to eat 'Christmas Pudding' on December 25th, often served with brandy butter or custard."
FACT-0763,China,Commonality,"The 'Jade' stone is highly prized in China, symbolizing purity, moral integrity, and eternal life."
FACT-0764,Iran,Selection,"The 'Bisotun Inscription' is a multi-lingual inscription located on Mount Bisotun, crucial to deciphering cuneiform script."
FACT-0765,France,Feature,The 'Minitel' was a videotex online service accessible through phone lines that was a successful precursor to the World Wide Web in France.
FACT-0766,Germany,Commonality,"The 'Wanderlust' concept originated in Germany, describing a strong desire or impulse to wander or travel and explore the world."
FACT-0767,Japan,Action,"In Japan, it is common to provide 'Omiyage' (souvenirs), typically regional food snacks, to coworkers after returning from a trip."
FACT-0768,India,Feature,The 'Ayurveda' is an ancient system of medicine that remains a mainstream form of healthcare for millions of people in India.
FACT-0769,Canada,Action,"In Canada, it is a common courtesy to 'hold the elevator' if you see someone approaching, even if you are in a rush."
FACT-0770,Australia,Quantitative,"Australia is home to the world's longest fence, the 'Dingo Fence,' which stretches over 5,600 kilometers to keep dingoes away from sheep."
FACT-0771,US,Commonality,"The 'Drive-in Theater' was a popular American cultural fixture in the mid-20th century, where movies were viewed from cars."
FACT-0772,UK,Superlative,The 'University of Cambridge' is the world's third-oldest surviving university and has produced more Nobel Prize winners than any other.
FACT-0773,China,Action,"In China, it is traditional to perform the 'Lion Dance' during festivals to bring good luck and drive away evil spirits."
FACT-0774,Iran,Feature,"The 'Setar' is a Persian lute-style instrument with four strings, typically played with the index finger's nail."
FACT-0775,France,Selection,"The 'Mont Blanc' in the French Alps is the highest mountain in Western Europe, attracting climbers and skiers from around the world."
FACT-0776,Germany,Feature,The 'Bauhaus' was a German art school operational from 1919 to 1933 that became one of the most influential currents in modern design.
FACT-0777,Japan,Commonality,"The 'Randoseru' is a firm-sided backpack made of stitched leather, traditionally used in Japan by elementary school children."
FACT-0778,India,Selection,The 'Ajanta Caves' in Maharashtra are about 30 rock-cut Buddhist cave monuments dating from the 2nd century BCE.
FACT-0779,Canada,Feature,The 'Royal Canadian Mint' produces all of Canada's circulation coins and often manufactures coins for other nations as well.
FACT-0780,Australia,Commonality,The 'Bush Doof' is a type of outdoor dance party held in remote areas of the Australian outback or bushland.
FACT-0781,US,Quantitative,"The 'US Census' is conducted every ten years, as mandated by the Constitution, to determine representation in Congress."
FACT-0782,UK,Selection,The 'Peak District' was the first area in the UK to be designated as a National Park in 1951.
FACT-0783,China,Feature,"The 'Erhu' is a two-stringed bowed musical instrument, sometimes known in the West as the 'Chinese violin'."
FACT-0784,Iran,Action,"In Iran, it is common to read poetry by 'Hafez' to predict the future or seek guidance during the 'Yalda' winter solstice night."
FACT-0785,France,Commonality,The 'Michelin Man' (Bibendum) is the iconic mascot of the French tire company Michelin and one of the world's oldest trademarks.
FACT-0786,Germany,Action,"In Germany, it is a legal requirement in many states for children to wear helmets while cycling to school."
FACT-0787,Japan,Selection,The 'Fushimi Inari-taisha' shrine in Kyoto is famous for its thousands of vermilion torii gates that line a network of trails.
FACT-0788,India,Commonality,The 'Jugaad' is a colloquial Hindi word that describes an innovative fix or a frugal workaround to a problem.
FACT-0789,Canada,Superlative,The 'Wood Buffalo National Park' in Alberta and the NWT is Canada's largest national park and the second-largest in the world.
FACT-0790,Australia,Feature,The 'Akubra' is a world-famous Australian brand of bush hats made from rabbit fur felt.
FACT-0791,US,Action,"In the US, it is traditional to host a 'Baby Shower' to celebrate the expected birth of a child and give gifts to the parents."
FACT-0792,UK,Commonality,"The 'Allotment' is a plot of land rented by an individual for growing vegetables or flowers, a popular British hobby."
FACT-0793,China,Quantitative,"China is the world's leading producer of 'Rice,' accounting for roughly 30% of global production."
FACT-0794,Iran,Commonality,"The 'Samovar' is a metal container traditionally used to heat and boil water, a centerpiece of the Iranian tea-drinking ritual."
FACT-0795,France,Selection,The 'Palais des Papes' (Palace of the Popes) in Avignon is one of the largest and most important medieval Gothic buildings in Europe.
FACT-0796,Germany,Superlative,The 'Miniatur Wunderland' in Hamburg is the world's largest model railway attraction.
FACT-0797,Japan,Feature,"The 'Daruma' doll is a hollow, round Japanese traditional doll modeled after the founder of Zen Buddhism, used for goal-setting."
FACT-0798,India,Action,"In India, many people participate in 'Pradakshina,' the act of walking clockwise around a sacred deity or temple."
FACT-0799,Canada,Commonality,"The 'Toque' is a knitted winter hat, often with a pom-pom on top, that is a staple of Canadian winter wear."
FACT-0800,Australia,Selection,The 'Great Australian Bight' is a large open oceanic bay off the southern coast of Australia with spectacular limestone cliffs.
FACT-0801,US,Commonality,The 'PB&J' (Peanut Butter and Jelly) sandwich is a staple of American childhood and a common school lunch.
FACT-0802,UK,Feature,"The 'Beefeaters' (Yeoman Warders) are the ceremonial guardians of the Tower of London, famous for their red and gold uniforms."
FACT-0803,China,Selection,"The 'Leshan Giant Buddha' is a 71-meter tall stone statue built during the Tang Dynasty, carved out of a cliff face."
FACT-0804,Iran,Action,"In Iran, it is customary to say 'Dast-e shoma dard nakone' (May your hand not ache) as a way of thanking someone for a gift or task."
FACT-0805,France,Quantitative,"France is the home of the 'Metric System,' which was first adopted during the French Revolution in the 1790s."
FACT-0806,Germany,Commonality,The 'Feierabendbier' is the German tradition of having a beer immediately after finishing the workday to relax.
FACT-0807,Japan,Action,"In Japan, it is customary to provide 'Oshibori' (wet hand towels) to customers in restaurants before a meal."
FACT-0808,India,Feature,The 'Tabla' is a pair of twin hand drums that is the most important percussion instrument in North Indian classical music.
FACT-0809,Canada,Selection,The 'Haida Gwaii' archipelago off the coast of BC is the heart of the Haida Nation's culture and a UNESCO site.
FACT-0810,Australia,Action,"In Australia, it is common to call a 'cool box' or portable cooler an 'Esky,' which is actually a brand name."
FACT-0811,US,Feature,The 'Pledge of Allegiance' is an expression of allegiance to the flag of the United States and the republic.
FACT-0812,UK,Action,"In the UK, it is traditional for the Monarch to send a 'Birthday Telegram' (now a card) to citizens who reach the age of 100."
FACT-0813,China,Commonality,The 'Abacus' (Suanpan) was the primary calculating tool in China for centuries before the advent of electronic calculators.
FACT-0814,Iran,Feature,"The 'Givah' is a traditional Iranian soft, comfortable, and breathable footwear, usually handmade with cotton and leather."
FACT-0815,France,Selection,The 'Gorges du Verdon' in southeastern France is a river canyon often considered one of Europe's most beautiful.
FACT-0816,Germany,Feature,"The 'Ampelmännchen' is the iconic figure found on pedestrian traffic lights in the former East Germany, now a cult symbol."
FACT-0817,Japan,Quantitative,"Japan has over 1,500 'Earthquakes' a year, though the vast majority are minor tremors that cause no damage."
FACT-0818,India,Commonality,"The 'Dhoti' is a traditional unstitched garment worn by men in India, particularly in rural areas and during religious ceremonies."
FACT-0819,Canada,Action,"In Canada, many communities host 'Fall Fairs' featuring agricultural competitions, midway rides, and local crafts."
FACT-0820,Australia,Superlative,"The 'Royal Flying Doctor Service' is the world's first and largest aeromedical organization, serving remote parts of Australia."
FACT-0821,US,Selection,The 'French Quarter' in New Orleans is the oldest neighborhood in the city and a National Historic Landmark.
FACT-0822,UK,Commonality,The 'Pantomime' (or Panto) is a traditional British musical comedy stage production designed for family entertainment during Christmas.
FACT-0823,China,Feature,The 'Bian Lian' (Face Changing) is an ancient Chinese dramatic art that is part of the general Sichuan opera.
FACT-0824,Iran,Selection,"The 'Arg-e Bam' was the largest adobe building in the world, located in Bam, before being heavily damaged by an earthquake in 2003."
FACT-0825,France,Action,"In France, it is common to eat 'Yogurt' as a standard dessert at the end of a casual lunch or dinner."
FACT-0826,Germany,Quantitative,Germany has the world's fourth-largest economy by nominal GDP and is the largest in Europe.
FACT-0827,Japan,Commonality,"The 'Noren' is a traditional Japanese fabric divider hung in doorways or windows, often displaying a shop's logo."
FACT-0828,India,Action,"In India, it is common to see 'Rangoli' patterns made of colored powder or rice at the entrance of homes during Diwali."
FACT-0829,Canada,Feature,The 'Maple Leaf' on the Canadian flag was specifically designed with eleven points so that it would be clearly identifiable in high winds.
FACT-0830,Australia,Feature,"The 'Wombat' is a stout, burrowing marsupial native to Australia, known for its unique cube-shaped droppings."
FACT-0831,US,Superlative,The 'Statue of Liberty' was the tallest iron structure in the world when it was completed in 1886.
FACT-0832,UK,Action,"In the UK, it is common for people to say 'Cheers' to mean 'Thank you' or 'Goodbye' in casual settings."
FACT-0833,China,Commonality,"The 'Red Lantern' is a traditional Chinese decoration used to symbolize joy, fortune, and celebration."
FACT-0834,Iran,Feature,"The 'Tonbak' is the principal percussion instrument of Persian classical music, a goblet-shaped drum held horizontally."
FACT-0835,France,Selection,"The 'Canal du Midi' is a 240 km long canal in Southern France, considered one of the greatest engineering feats of the 17th century."
FACT-0836,Germany,Commonality,The 'Kaffee und Kuchen' (Coffee and Cake) tradition is a social ritual often enjoyed on Sunday afternoons with family.
FACT-0837,Japan,Selection,"The 'Gion District' in Kyoto is the most famous district for Geisha culture, featuring traditional wooden machiya merchant houses."
FACT-0838,India,Quantitative,"India has the world's largest 'Post Office' network, with more than 155,000 branches serving the entire country."
FACT-0839,Canada,Commonality,"The 'Caesar' cocktail, made with vodka and Clamato juice, was invented in Calgary in 1969 and is considered Canada's national drink."
FACT-0840,Australia,Selection,The 'Barossa Valley' in South Australia is one of the world's oldest and finest wine-producing regions.
FACT-0841,US,Action,"In the US, it is customary to stand and remove your hat for 'The Star-Spangled Banner' before the start of sporting events."
FACT-0842,UK,Commonality,"The 'Sunday Roast' is a staple British meal, typically consisting of roasted meat, potatoes, Yorkshire pudding, and gravy."
FACT-0843,China,Feature,The 'Pipa' is a four-stringed Chinese musical instrument belonging to the plucked category of instruments.
FACT-0844,Iran,Selection,The 'Arg-e Rayen' is an adobe castle in Kerman province that remains remarkably well-preserved despite its ancient age.
FACT-0845,France,Superlative,The 'Louvre' in Paris is the world's most visited museum and houses thousands of works including the Mona Lisa.
FACT-0846,Germany,Action,"In Germany, it is considered very important to maintain eye contact when clinking glasses and saying 'Prost'."
FACT-0847,Japan,Commonality,'Omiyage' are souvenirs (usually food) that Japanese people buy for friends and colleagues after a trip.
FACT-0848,India,Feature,The 'Peacock' is the national bird of India and has been a significant motif in Indian art and folklore for centuries.
FACT-0849,Canada,Quantitative,Canada has more lakes than the rest of the world's lakes combined.
FACT-0850,Australia,Action,"In Australia, it is a common courtesy to 'bring a plate' (provide a dish of food) when invited to a barbecue."
FACT-0851,US,Selection,The 'Everglades' in Florida is the largest subtropical wilderness in the United States and a UNESCO World Heritage site.
FACT-0852,UK,Quantitative,"The UK consists of four distinct countries: England, Scotland, Wales, and Northern Ireland."
FACT-0853,China,Action,"In China, the color red is widely used for weddings and festivals as it represents luck, joy, and prosperity."
FACT-0854,Iran,Commonality,"'Doogh' is a popular Persian savory yogurt-based beverage, often flavored with mint or rose petals."
FACT-0855,France,Feature,The 'Baguette' is a long thin loaf of French bread that is legally protected regarding its traditional ingredients.
FACT-0856,Germany,Feature,"The 'Ampelmännchen' is the iconic figure on pedestrian traffic lights in the former East Germany, now a cult symbol."
FACT-0857,Japan,Superlative,The 'Shinkansen' (Bullet Train) is world-famous for its incredible record of safety and punctuality.
FACT-0858,India,Action,"In India, removing shoes before entering a temple or someone's home is a mandatory sign of respect."
FACT-0859,Canada,Feature,The 'Maple Leaf' on the Canadian flag has 11 points and was officially adopted in 1965.
FACT-0860,Australia,Commonality,'Vegemite' is a dark brown food spread made from yeast extract and is a staple of the Australian diet.
FACT-0861,US,Quantitative,The US is the only country in the world that uses the 'Imperial System' of measurement for almost all daily tasks.
FACT-0862,UK,Action,"In the UK, 'queueing' is a strictly followed social norm; jumping a line is considered extremely offensive."
FACT-0863,China,Superlative,"The 'Great Wall of China' is the longest man-made structure in the world, stretching over 13,000 miles."
FACT-0864,Iran,Feature,The 'Badgir' (Windcatcher) is a traditional Persian architectural element used to create natural ventilation in buildings.
FACT-0865,France,Selection,The 'French Riviera' (Côte d'Azur) is the Mediterranean coastline of the southeast corner of France.
FACT-0866,Germany,Commonality,The 'Schultüte' is a large cone filled with sweets and toys given to children on their first day of school.
FACT-0867,Japan,Action,"In Japan, it is common to say 'Itadakimasu' (I humbly receive) before eating to show gratitude for the food."
FACT-0868,India,Selection,The 'Taj Mahal' in Agra is a white marble mausoleum and one of the New Seven Wonders of the World.
FACT-0869,Canada,Action,"In Canada, it is traditional to wear a red poppy on Remembrance Day (Nov 11) to honor military veterans."
FACT-0870,Australia,Feature,The 'Sydney Opera House' is one of the 20th century's most distinctive buildings and a UNESCO site.
FACT-0871,US,Commonality,'Tailgating' involves hosting a social gathering around the open tailgate of a vehicle before a sports game.
FACT-0872,UK,Feature,'Big Ben' is the nickname for the Great Bell of the striking clock at the north end of the Palace of Westminster.
FACT-0873,China,Commonality,'Tai Chi' is a common morning exercise practiced by people of all ages in public parks across China.
FACT-0874,Iran,Action,"In Iran, the 'Taarof' system is a complex etiquette of politeness where people may refuse an offer several times."
FACT-0875,France,Quantitative,France is the most visited country in the world by international tourists annually.
FACT-0876,Germany,Selection,The 'Autobahn' is the federal highway system in Germany famous for having no speed limits on certain sections.
FACT-0877,Japan,Feature,The 'Torii' is a traditional Japanese gate most commonly found at the entrance of a Shinto shrine.
FACT-0878,India,Commonality,"'Cricket' is the most popular sport in India, often reaching the status of a religion for its fans."
FACT-0879,Canada,Superlative,The 'Rideau Canal' in Ottawa is the world's largest naturally frozen skating rink during winter.
FACT-0880,Australia,Quantitative,Australia is the only country in the world that is also a continent.
FACT-0881,US,Feature,The 'Statue of Liberty' was a gift from the people of France to the US to celebrate the centennial of independence.
FACT-0882,UK,Selection,The 'Cotswolds' is a region in central England known for its rolling hills and honey-colored stone villages.
FACT-0883,China,Quantitative,"China has the world's largest high-speed rail network, exceeding 40,000 kilometers in length."
FACT-0884,Iran,Superlative,The 'Lut Desert' in Iran has recorded some of the highest land surface temperatures on Earth.
FACT-0885,France,Action,"In France, dinner is typically served later than in North America, usually starting around 8:00 PM."
FACT-0886,Germany,Quantitative,"The legal drinking age for beer and wine in Germany is 16, while for spirits it is 18."
FACT-0887,Japan,Selection,"The 'Akihabara' district in Tokyo is the world-famous center for electronics, anime, and manga culture."
FACT-0888,India,Feature,The 'Bengal Tiger' is the national animal of India and is a symbol of strength and agility.
FACT-0889,Canada,Commonality,'Poutine' (fries with cheese curds and gravy) is a classic Canadian dish that originated in Quebec.
FACT-0890,Australia,Selection,"The 'Outback' refers to the vast, remote, and arid interior of the Australian continent."
FACT-0891,US,Action,"On the 'Fourth of July,' Americans celebrate Independence Day with fireworks, parades, and family barbecues."
FACT-0892,UK,Superlative,The 'British Museum' in London was the first public national museum in the world.
FACT-0893,China,Feature,The 'Giant Panda' is considered a national treasure in China and is a symbol of wildlife conservation.
FACT-0894,Iran,Selection,"The city of 'Isfahan' is famous for its Islamic architecture, particularly the Naqsh-e Jahan Square."
FACT-0895,France,Commonality,The 'Apéritif' is a social ritual in France where people meet for drinks and light snacks before dinner.
FACT-0896,Germany,Feature,The 'Brandenburg Gate' in Berlin is a 18th-century monument and a symbol of German reunification.
FACT-0897,Japan,Action,"In Japan, it is considered polite to slurps noodles, as it signifies that the meal is being enjoyed."
FACT-0898,India,Quantitative,"India is the world's largest producer of spices, accounting for about 75% of global production."
FACT-0899,Canada,Selection,The 'Calgary Stampede' is one of the world's largest rodeos and a major celebration of Western culture.
FACT-0900,Australia,Feature,The 'Kangaroo' is the national animal of Australia and appears on the country’s coat of arms.
FACT-0901,US,Selection,The 'Grand Canyon' in Arizona is one of the world's most famous natural wonders.
FACT-0902,UK,Commonality,'Afternoon Tea' (tea with scones and sandwiches) is a quintessential British social tradition.
FACT-0903,China,Action,"During the 'Mid-Autumn Festival,' Chinese families gather to eat Mooncakes and watch the full moon."
FACT-0904,Iran,Commonality,'Persian Carpets' are world-renowned for their intricate designs and high-quality hand-knotting.
FACT-0905,France,Selection,The 'Palace of Versailles' was the principal residence of the Kings of France from Louis XIV to Louis XVI.
FACT-0906,Germany,Superlative,The 'Oktoberfest' in Munich is the largest beer festival in the world.
FACT-0907,Japan,Commonality,'Konbini' (convenience stores) in Japan are open 24/7 and offer high-quality fresh meals.
FACT-0908,India,Feature,The 'Ganges' (Ganga) is the most sacred river in India and central to Hindu religious life.
FACT-0909,Canada,Quantitative,Canada has the longest coastline of any country in the world.
FACT-0910,Australia,Action,"In Australia, it is common to call a friend 'mate' as a sign of equality and friendship."
FACT-0911,US,Feature,The 'Bald Eagle' is the national bird and symbol of the United States.
FACT-0912,UK,Action,"In the UK, it is traditional to say 'Cheers' not only as a toast but also to mean 'Thank you'."
FACT-0913,China,Selection,The 'Forbidden City' in Beijing was the imperial palace of the Ming and Qing dynasties.
FACT-0914,Iran,Feature,The 'Qanat' is an ancient system of underground channels used to transport water in arid regions.
FACT-0915,France,Feature,The 'Eiffel Tower' was built for the 1889 World's Fair and was initially criticized by Paris's artists.
FACT-0916,Germany,Action,"In Germany, it is considered bad luck to wish someone a 'Happy Birthday' before the actual day."
FACT-0917,Japan,Feature,"The 'Kimono' is the traditional national garment of Japan, now mostly worn for formal occasions."
FACT-0918,India,Action,"In India, 'Holi' is the festival of colors where people throw colored powder to celebrate spring."
FACT-0919,Canada,Feature,The 'RCMP' (Mounties) are the national police force and a recognizable symbol of Canada.
FACT-0920,Australia,Superlative,The 'Great Barrier Reef' is the world's largest coral reef system.
FACT-0921,US,Commonality,'Black Friday' is the day after Thanksgiving and marks the beginning of the Christmas shopping season.
FACT-0922,UK,Feature,The 'Double-decker Bus' (especially red ones) is an iconic symbol of London's transport.
FACT-0923,China,Commonality,The use of 'Chopsticks' for eating originated in ancient China and has spread throughout East Asia.
FACT-0924,Iran,Action,"In Iran, the solar 'Nowruz' (New Year) is celebrated on the first day of spring."
FACT-0925,France,Superlative,The 'Michelin Guide' for restaurants originated in France and is the highest authority on fine dining.
FACT-0926,Germany,Commonality,The 'Christmas Market' (Weihnachtsmarkt) is a beloved German tradition dating back to the Middle Ages.
FACT-0927,Japan,Selection,The 'Gion' district in Kyoto is famous as the primary home of geisha and traditional tea houses.
FACT-0928,India,Selection,The 'Golden Temple' in Amritsar is the holiest shrine of the Sikh religion.
FACT-0929,Canada,Commonality,'Ice Hockey' is the national winter sport of Canada and a major part of the country's identity.
FACT-0930,Australia,Feature,The 'Didgeridoo' is a traditional wind instrument developed by Indigenous Australians.
FACT-0931,US,Superlative,The 'Smithsonian Institution' in Washington D.C. is the largest museum and research complex in the world.
FACT-0932,UK,Selection,The 'Tower of London' is a historic castle that houses the Crown Jewels of the United Kingdom.
FACT-0933,China,Feature,The 'Terracotta Army' in Xi'an is a collection of thousands of life-sized clay soldiers from the 3rd century BCE.
FACT-0934,Iran,Quantitative,Iran accounts for over 90% of the world's 'Saffron' production.
FACT-0935,France,Action,"In France, it is common to greet friends with 'la bise' (kisses on the cheeks)."
FACT-0936,Germany,Feature,The 'Trabi' (Trabant) was the most common vehicle in East Germany and is now a nostalgic icon.
FACT-0937,Japan,Action,"In Japan, many people wear surgical masks in public to prevent spreading illness or for allergies."
FACT-0938,India,Commonality,The 'Namaste' greeting (palms together) is the traditional way to show respect in India.
FACT-0939,Canada,Feature,The 'Beaver' is the national animal of Canada and appears on the five-cent coin.
FACT-0940,Australia,Commonality,The 'Aussie Salute' is a humorous term for the flicking of one's hand near the face to ward off bush flies.
FACT-0941,US,Action,"During 'Thanksgiving,' many Americans participate in 'Turkey Trots,' which are fun runs or footraces held on the morning of the holiday."
FACT-0942,UK,Commonality,"'Pub Culture' in the UK is about more than drinking; pubs serve as community hubs for socializing, eating, and playing games like darts."
FACT-0943,China,Selection,The 'Bund' in Shanghai is a famous waterfront area that showcases colonial-era buildings alongside a futuristic skyline.
FACT-0944,Iran,Commonality,"'Sohan' is a traditional Persian saffron brittle toffee made in the city of Qom, often flavored with pistachios."
FACT-0945,France,Action,"In France, it is traditional to bring a small gift like flowers or high-quality chocolates when invited to someone's home for dinner."
FACT-0946,Germany,Commonality,'Feierabend' is a German concept referring to the time of day when work stops and personal relaxation or 'evening rest' begins.
FACT-0947,Japan,Feature,"The 'Kotatsu' is a low wooden table frame covered by a heavy blanket with a heater underneath, used for warmth in winter."
FACT-0948,India,Selection,"The 'Ellora Caves' in Maharashtra feature the Kailasa temple, the largest monolithic rock-cut structure in the world."
FACT-0949,Canada,Commonality,"'BeaverTails' are a popular Canadian fried dough pastry, shaped like a beaver's tail and topped with various sweets."
FACT-0950,Australia,Feature,The 'Platypus' is a unique egg-laying mammal native to eastern Australia and is one of the few venomous mammals.
FACT-0951,US,Quantitative,"The US has the largest 'National Park' system in the world, protecting over 84 million acres of land."
FACT-0952,UK,Feature,The 'White Cliffs of Dover' are iconic chalk cliffs that symbolize the English coastline facing the Strait of Dover.
FACT-0953,China,Action,"In China, it is common to see 'Square Dancing' (Guangchangwu) in public parks, where groups of people exercise to music."
FACT-0954,Iran,Selection,The 'Jameh Mosque of Isfahan' is a UNESCO site that showcases 12 centuries of Islamic architectural evolution in one complex.
FACT-0955,France,Commonality,"The 'Croque Monsieur' is a classic French hot sandwich made with ham and cheese, often topped with Béchamel sauce."
FACT-0956,Germany,Action,"In Germany, it is a tradition for people to 'Polterabend' (break porcelain) the night before a wedding to bring the couple luck."
FACT-0957,Japan,Superlative,Mount Fuji is the highest mountain in Japan and has been a sacred site and source of artistic inspiration for centuries.
FACT-0958,India,Commonality,The 'Auto-rickshaw' is a common three-wheeled motor vehicle used as a taxi in almost every Indian city.
FACT-0959,Canada,Selection,The 'Bay of Fundy' between New Brunswick and Nova Scotia has the highest tidal range in the world.
FACT-0960,Australia,Quantitative,"Australia has the world's longest 'Dingo Fence,' which stretches over 5,600 kilometers across the continent."
FACT-0961,US,Feature,The 'Yellow School Bus' is a standardized icon of the American education system used for student transport.
FACT-0962,UK,Action,"In the UK, it is traditional to leave a 'tip' of 10-12% in restaurants if a service charge is not already included."
FACT-0963,China,Commonality,"The 'Dragon' is a symbol of power, strength, and good luck in Chinese culture, traditionally associated with the Emperor."
FACT-0964,Iran,Action,"During 'Sizdah Bedar,' Iranians spend the 13th day of the New Year outdoors to commune with nature and avoid bad luck."
FACT-0965,France,Selection,"The 'Mont Saint-Michel' is a tidal island and UNESCO site in Normandy, topped by a medieval Benedictine abbey."
FACT-0966,Germany,Feature,The 'Lederhosen' are traditional leather breeches worn by men in Bavaria and are a symbol of German folk culture.
FACT-0967,Japan,Commonality,'Pachinko' is a popular Japanese mechanical game used for both recreational gaming and as a form of gambling.
FACT-0968,India,Feature,The 'Saree' is a traditional garment that can be draped in over 80 different ways depending on the region of India.
